filename, totalwords, totalkwds, Tax, Legal, Fin, Sys, Idio, rm_totalwords, rm_totalkwds, rm_Tax, rm_Legal, rm_Fin, rm_Sys, rm_Idio, rate_totalwords, rate_totalkwds, rate_Tax, rate_Legal, rate_Fin, rate_Sys, rate_Idio, techindustry_totalwords, techindustry_totalkwds, techindustry_Tax, techindustry_Legal, techindustry_Fin, techindustry_Sys, techindustry_Idio, investment_totalwords, investment_totalkwds, investment_Tax, investment_Legal, investment_Fin, investment_Sys, investment_Idio, expansion_totalwords, expansion_totalkwds, expansion_Tax, expansion_Legal, expansion_Fin, expansion_Sys, expansion_Idio, purchsales_totalwords, purchsales_totalkwds, purchsales_Tax, purchsales_Legal, purchsales_Fin, purchsales_Sys, purchsales_Idio, rd_totalwords, rd_totalkwds, rd_Tax, rd_Legal, rd_Fin, rd_Sys, rd_Idio, image_totalwords, image_totalkwds, image_Tax, image_Legal, image_Fin, image_Sys, image_Idio, shares_totalwords, shares_totalkwds, shares_Tax, shares_Legal, shares_Fin, shares_Sys, shares_Idio, merge_totalwords, merge_totalkwds, merge_Tax, merge_Legal, merge_Fin, merge_Sys, merge_Idio, manage_totalwords, manage_totalkwds, manage_Tax, manage_Legal, manage_Fin, manage_Sys, manage_Idio, rule_totalwords, rule_totalkwds, rule_Tax, rule_Legal, rule_Fin, rule_Sys, rule_Idio, lawsuit_totalwords, lawsuit_totalkwds, lawsuit_Tax, lawsuit_Legal, lawsuit_Fin, lawsuit_Sys, lawsuit_Idio, else_totalwords, else_totalkwds, else_Tax, else_Legal, else_Fin, else_Sys, else_Idio, crisis_totalwords, crisis_totalkwds, crisis_Tax, crisis_Legal, crisis_Fin, crisis_Sys, crisis_Idio, other_totalwords, other_totalkwds, other_Tax, other_Legal, other_Fin, other_Sys, other_Idio, 
2009071813寶利徠, 4372, 429, 5, 10, 10, 165, 239, 0, 0, 0, 0, 0, 0, 0, 351, 42, 4, 0, 3, 23, 12, 34, 8, 0, 1, 0, 1, 6, 301, 23, 0, 0, 4, 19, 0, 15, 1, 0, 0, 0, 0, 1, 556, 62, 0, 0, 1, 45, 16, 202, 17, 0, 1, 0, 9, 7, 40, 1, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 5, 0, 0, 0, 1, 4, 74, 6, 0, 2, 0, 4, 0, 27, 0, 0, 0, 0, 0, 0, 114, 14, 0, 4, 0, 7, 3, 2542, 249, 1, 1, 1, 56, 190, 31, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2008023557嘉威, 1017, 104, 1, 8, 4, 59, 32, 0, 0, 0, 0, 0, 0, 0, 292, 44, 1, 1, 2, 32, 8, 31, 3, 0, 0, 0, 0, 3, 74, 7, 0, 0, 1, 6, 0, 66, 8, 0, 1, 0, 5, 2, 189, 16, 0, 1, 0, 4, 11, 83, 9, 0, 0, 0, 5, 4, 20, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 63, 5, 0, 2, 0, 3, 0, 33, 0, 0, 0, 0, 0, 0, 96, 10, 0, 3, 0, 4, 3, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2010123685政翔, 1632, 167, 8, 8, 5, 80, 66, 0, 0, 0, 0, 0, 0, 0, 246, 41, 1, 0, 1, 32, 7, 56, 7, 0, 0, 0, 1, 6, 137, 10, 0, 1, 2, 7, 0, 28, 3, 0, 0, 0, 0, 3, 166, 16, 0, 0, 0, 3, 13, 210, 18, 0, 0, 0, 6, 12, 25, 1, 0, 0, 0, 0, 1, 49, 1, 0, 0, 0, 0, 1, 35, 5, 0, 0, 0, 1, 4, 51, 0, 0, 0, 0, 0, 0, 52, 1, 0, 1, 0, 0, 0, 110, 13, 0, 3, 0, 7, 3, 23, 2, 0, 0, 0, 1, 1, 30, 1, 0, 0, 1, 0, 0, 414, 48, 7, 3, 1, 22, 15, 
2012054995晶達, 1204, 123, 4, 5, 4, 74, 36, 0, 0, 0, 0, 0, 0, 0, 421, 62, 4, 0, 2, 47, 9, 85, 11, 0, 1, 0, 4, 6, 112, 14, 0, 0, 1, 13, 0, 19, 2, 0, 0, 0, 0, 2, 69, 7, 0, 0, 0, 2, 5, 52, 6, 0, 0, 0, 2, 4, 34, 1, 0, 0, 0, 1, 0, 37, 0, 0, 0, 0, 0, 0, 20, 2, 0, 0, 0, 0, 2, 26, 0, 0, 0, 0, 0, 0, 42, 1, 0, 1, 0, 0, 0, 222, 15, 0, 3, 0, 5, 7, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 28, 1, 0, 0, 0, 0, 1, 
2008013535晶彩科, 1366, 105, 0, 6, 3, 45, 51, 0, 0, 0, 0, 0, 0, 0, 521, 37, 0, 1, 1, 28, 7, 68, 8, 0, 0, 0, 1, 7, 53, 3, 0, 1, 0, 2, 0, 76, 6, 0, 0, 0, 2, 4, 180, 21, 0, 0, 1, 3, 17, 196, 16, 0, 0, 0, 5, 11, 26, 1, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 13, 2, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 99, 10, 0, 3, 0, 4, 3, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2006043313斐成, 3084, 304, 2, 10, 5, 159, 128, 0, 0, 0, 0, 0, 0, 0, 530, 63, 1, 1, 1, 53, 7, 55, 10, 0, 0, 0, 2, 8, 98, 8, 0, 0, 0, 8, 0, 10, 1, 0, 0, 0, 0, 1, 103, 14, 0, 0, 0, 4, 10, 153, 21, 0, 0, 0, 10, 11, 38, 2, 0, 1, 0, 0, 1, 63, 1, 0, 0, 0, 0, 1, 14, 2, 0, 0, 0, 0, 2, 34, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 149, 14, 0, 5, 0, 6, 3, 1777, 167, 1, 3, 3, 76, 84, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2005086022大眾證, 1180, 142, 26, 11, 4, 64, 37, 0, 0, 0, 0, 0, 0, 0, 142, 24, 0, 0, 1, 14, 9, 37, 6, 0, 1, 0, 1, 4, 122, 8, 0, 1, 1, 5, 1, 17, 2, 0, 0, 0, 0, 2, 17, 3, 0, 0, 0, 0, 3, 53, 5, 0, 0, 0, 4, 1, 52, 3, 0, 0, 1, 1, 1, 90, 4, 0, 0, 0, 4, 0, 16, 2, 0, 0, 0, 0, 2, 18, 0, 0, 0, 0, 0, 0, 131, 20, 0, 0, 1, 12, 7, 446, 65, 26, 9, 0, 23, 7, 5, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2007116023元大期, 10295, 1152, 24, 65, 78, 760, 225, 0, 0, 0, 0, 0, 0, 0, 438, 77, 2, 1, 1, 68, 5, 11, 1, 0, 0, 0, 0, 1, 180, 9, 0, 2, 0, 5, 2, 8, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 103, 8, 0, 0, 0, 5, 3, 212, 23, 0, 0, 0, 17, 6, 103, 4, 0, 0, 0, 4, 0, 10, 1, 0, 0, 0, 0, 1, 52, 4, 0, 0, 0, 2, 2, 347, 37, 1, 1, 0, 30, 5, 342, 47, 16, 6, 2, 18, 5, 8445, 938, 5, 55, 74, 611, 193, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2012128433弘帆, 19250, 96, 0, 7, 3, 53, 33, 0, 0, 0, 0, 0, 0, 0, 217, 39, 0, 0, 1, 32, 6, 47, 5, 0, 0, 0, 3, 2, 120, 9, 0, 0, 1, 8, 0, 17, 2, 0, 0, 0, 0, 2, 168, 16, 0, 0, 0, 1, 15, 166, 0, 0, 0, 0, 0, 0, 71, 5, 0, 1, 0, 1, 3, 59, 1, 0, 0, 0, 1, 0, 18, 2, 0, 0, 0, 0, 2, 20, 0, 0, 0, 0, 0, 0, 64, 3, 0, 2, 0, 1, 0, 111, 13, 0, 4, 0, 6, 3, 4380, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 13762, 0, 0, 0, 0, 0, 0, 
2011032718桃園店, 1135, 75, 2, 13, 2, 36, 22, 0, 0, 0, 0, 0, 0, 0, 362, 17, 0, 0, 0, 13, 4, 38, 2, 0, 0, 0, 1, 1, 75, 3, 0, 1, 0, 2, 0, 9, 1, 0, 0, 0, 0, 1, 23, 3, 0, 0, 0, 0, 3, 13, 0, 0, 0, 0, 0, 0, 57, 1, 0, 0, 0, 1, 0, 35, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 21, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 343, 37, 0, 10, 1, 17, 9, 13, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 63, 9, 2, 2, 0, 2, 3, 
2011124958F-臻鼎, 5839, 802, 114, 78, 32, 428, 150, 0, 0, 0, 0, 0, 0, 0, 824, 171, 0, 9, 11, 129, 22, 66, 9, 0, 0, 0, 4, 5, 137, 6, 0, 0, 1, 4, 1, 79, 12, 0, 0, 0, 7, 5, 228, 18, 0, 0, 0, 4, 14, 198, 34, 0, 2, 0, 11, 21, 52, 2, 0, 0, 1, 1, 0, 31, 0, 0, 0, 0, 0, 0, 25, 2, 0, 0, 0, 0, 2, 50, 0, 0, 0, 0, 0, 0, 175, 11, 1, 4, 0, 6, 0, 122, 16, 0, 3, 0, 10, 3, 3817, 520, 113, 60, 18, 252, 77, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2011081337F-再生, 6147, 685, 89, 103, 23, 323, 147, 0, 0, 0, 0, 0, 0, 0, 400, 62, 0, 1, 6, 46, 9, 109, 17, 0, 0, 0, 9, 8, 92, 9, 0, 2, 0, 7, 0, 77, 10, 0, 0, 0, 6, 4, 223, 21, 0, 0, 0, 7, 14, 201, 26, 0, 1, 0, 10, 15, 52, 4, 0, 0, 0, 1, 3, 217, 9, 0, 1, 0, 3, 5, 39, 5, 0, 0, 0, 1, 4, 99, 1, 0, 0, 0, 0, 1, 139, 13, 1, 4, 0, 7, 1, 379, 39, 0, 10, 2, 22, 5, 4085, 469, 88, 84, 15, 204, 78, 30, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2006043227原相, 2543, 223, 1, 19, 3, 103, 97, 0, 0, 0, 0, 0, 0, 0, 481, 38, 0, 1, 1, 32, 4, 349, 46, 0, 0, 0, 16, 30, 81, 3, 0, 0, 0, 3, 0, 77, 12, 0, 0, 0, 6, 6, 189, 27, 0, 0, 0, 9, 18, 82, 2, 0, 0, 0, 2, 0, 47, 1, 0, 0, 0, 1, 0, 80, 0, 0, 0, 0, 0, 0, 26, 2, 0, 0, 0, 0, 2, 148, 1, 0, 0, 0, 0, 1, 135, 14, 0, 3, 0, 8, 3, 581, 62, 0, 13, 0, 23, 26, 232, 14, 1, 2, 1, 3, 7, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2005116281全國電, 660, 58, 7, 6, 1, 24, 20, 0, 0, 0, 0, 0, 0, 0, 98, 13, 0, 1, 0, 9, 3, 70, 8, 0, 0, 0, 5, 3, 36, 2, 0, 0, 0, 2, 0, 16, 2, 0, 0, 0, 0, 2, 53, 5, 0, 0, 0, 1, 4, 19, 0, 0, 0, 0, 0, 0, 52, 3, 0, 0, 0, 1, 2, 36, 0, 0, 0, 0, 0, 0, 15, 2, 0, 0, 0, 0, 2, 19, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 170, 22, 7, 5, 0, 6, 4, 5, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2004128278英格爾, 927, 103, 4, 9, 7, 57, 26, 0, 0, 0, 0, 0, 0, 0, 206, 29, 4, 0, 2, 20, 3, 74, 16, 0, 0, 0, 1, 15, 262, 36, 0, 2, 4, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 2, 0, 0, 0, 1, 1, 54, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 199, 14, 0, 7, 0, 5, 2, 5, 0, 0, 0, 0, 0, 0, 29, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
2009053322建舜電, 2785, 251, 0, 3, 6, 125, 117, 0, 0, 0, 0, 0, 0, 0, 191, 32, 0, 0, 2, 23, 7, 135, 17, 0, 0, 0, 4, 13, 66, 9, 0, 0, 1, 7, 1, 13, 2, 0, 0, 0, 0, 2, 44, 3, 0, 0, 0, 1, 2, 365, 39, 0, 0, 1, 12, 26, 27, 0, 0, 0, 0, 0, 0, 93, 2, 0, 0, 0, 1, 1, 13, 2, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 185, 17, 0, 0, 1, 6, 10, 108, 11, 0, 1, 0, 7, 3, 1500, 117, 0, 2, 1, 64, 50, 30, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2010103673F-TPK, 6551, 897, 158, 99, 39, 401, 200, 0, 0, 0, 0, 0, 0, 0, 729, 172, 0, 1, 22, 138, 11, 63, 12, 0, 0, 0, 2, 10, 106, 4, 0, 0, 0, 4, 0, 63, 14, 0, 1, 0, 7, 6, 99, 11, 0, 0, 0, 1, 10, 171, 25, 0, 0, 0, 5, 20, 63, 4, 0, 0, 1, 3, 0, 106, 3, 0, 0, 0, 3, 0, 112, 10, 0, 0, 0, 2, 8, 68, 1, 0, 0, 0, 0, 1, 100, 12, 0, 3, 0, 7, 2, 241, 23, 0, 9, 0, 9, 5, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 4593, 605, 158, 85, 15, 220, 127, 
2011064946辣椒, 2030, 196, 3, 16, 2, 100, 75, 0, 0, 0, 0, 0, 0, 0, 280, 55, 1, 0, 2, 42, 10, 34, 3, 0, 0, 0, 0, 3, 135, 6, 0, 1, 0, 5, 0, 19, 2, 0, 0, 0, 0, 2, 425, 38, 0, 0, 0, 25, 13, 574, 51, 0, 6, 0, 10, 35, 44, 1, 0, 0, 0, 1, 0, 48, 0, 0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 48, 1, 0, 0, 0, 0, 1, 277, 27, 0, 7, 0, 15, 5, 25, 1, 0, 0, 0, 0, 1, 30, 0, 0, 0, 0, 0, 0, 62, 9, 2, 2, 0, 2, 3, 
2008058390金益鼎, 8417, 1058, 1, 34, 27, 793, 203, 0, 0, 0, 0, 0, 0, 0, 165, 43, 0, 0, 1, 36, 6, 62, 5, 0, 0, 0, 0, 5, 244, 15, 0, 0, 0, 15, 0, 21, 2, 0, 0, 0, 0, 2, 3323, 370, 0, 4, 3, 314, 49, 174, 32, 0, 0, 0, 23, 9, 49, 1, 0, 0, 0, 1, 0, 22, 0, 0, 0, 0, 0, 0, 106, 10, 1, 0, 0, 7, 2, 48, 1, 0, 0, 0, 1, 0, 52, 0, 0, 0, 0, 0, 0, 553, 83, 0, 18, 20, 31, 14, 3563, 495, 0, 12, 2, 365, 116, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2008103553力積, 1996, 223, 0, 17, 5, 94, 107, 0, 0, 0, 0, 0, 0, 0, 169, 30, 0, 0, 1, 22, 7, 67, 7, 0, 0, 0, 1, 6, 68, 4, 0, 0, 0, 4, 0, 19, 2, 0, 0, 0, 0, 2, 95, 11, 0, 0, 0, 4, 7, 95, 8, 0, 0, 0, 2, 6, 45, 2, 0, 1, 1, 0, 0, 63, 0, 0, 0, 0, 0, 0, 18, 2, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 47, 1, 0, 1, 0, 0, 0, 475, 44, 0, 9, 2, 19, 14, 7, 0, 0, 0, 0, 0, 0, 34, 3, 0, 0, 1, 2, 0, 784, 109, 0, 6, 0, 40, 63, 
2010043686達能, 1325, 154, 0, 7, 5, 87, 55, 0, 0, 0, 0, 0, 0, 0, 299, 49, 0, 0, 3, 38, 8, 51, 4, 0, 0, 0, 0, 4, 101, 8, 0, 0, 0, 8, 0, 98, 20, 0, 0, 0, 12, 8, 134, 29, 0, 0, 0, 14, 15, 182, 12, 0, 0, 0, 3, 9, 29, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 33, 4, 0, 0, 0, 0, 4, 44, 1, 0, 0, 0, 0, 1, 71, 1, 0, 1, 0, 0, 0, 214, 25, 0, 6, 1, 12, 6, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2005023115寶島極, 842, 76, 1, 10, 2, 30, 33, 0, 0, 0, 0, 0, 0, 0, 116, 18, 0, 1, 1, 13, 3, 34, 3, 0, 0, 0, 0, 3, 67, 3, 0, 0, 0, 3, 0, 12, 2, 0, 0, 0, 0, 2, 85, 5, 0, 0, 0, 1, 4, 53, 3, 0, 0, 0, 1, 2, 49, 2, 0, 0, 0, 2, 0, 35, 0, 0, 0, 0, 0, 0, 11, 2, 0, 0, 0, 0, 2, 21, 0, 0, 0, 0, 0, 0, 61, 13, 1, 0, 0, 0, 12, 258, 24, 0, 9, 0, 10, 5, 5, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2009081752南光, 1722, 160, 2, 8, 5, 83, 62, 0, 0, 0, 0, 0, 0, 0, 484, 66, 0, 0, 4, 53, 9, 25, 2, 0, 0, 0, 0, 2, 220, 7, 0, 0, 0, 7, 0, 359, 36, 0, 1, 0, 8, 27, 52, 8, 0, 0, 0, 1, 7, 90, 9, 0, 1, 0, 1, 7, 108, 4, 0, 1, 0, 2, 1, 18, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 23, 0, 0, 0, 0, 0, 0, 133, 7, 0, 0, 0, 5, 2, 101, 10, 0, 3, 0, 4, 3, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 63, 9, 2, 2, 0, 2, 3, 
2009046024群益期, 15132, 137, 2, 3, 2, 103, 27, 0, 0, 0, 0, 0, 0, 0, 210, 39, 0, 0, 0, 35, 4, 56, 10, 0, 0, 0, 1, 9, 60, 8, 0, 0, 0, 8, 0, 9, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 40, 4, 0, 0, 0, 3, 1, 39, 4, 0, 0, 0, 2, 2, 48, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 32, 3, 0, 0, 0, 1, 2, 400, 55, 2, 0, 2, 49, 2, 97, 10, 0, 3, 0, 4, 3, 14097, 1, 0, 0, 0, 0, 1, 30, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2008013332幸康, 8690, 291, 4, 4, 1, 93, 189, 0, 0, 0, 0, 0, 0, 0, 433, 38, 4, 0, 0, 28, 6, 64, 5, 0, 0, 0, 0, 5, 231, 14, 0, 0, 0, 13, 1, 25, 2, 0, 0, 0, 0, 2, 32, 2, 0, 0, 0, 0, 2, 134, 10, 0, 0, 0, 1, 9, 52, 1, 0, 0, 0, 1, 0, 126, 4, 0, 0, 0, 3, 1, 24, 2, 0, 0, 0, 0, 2, 52, 1, 0, 0, 0, 1, 0, 155, 6, 0, 0, 0, 1, 5, 191, 14, 0, 4, 0, 6, 4, 7109, 191, 0, 0, 0, 39, 152, 57, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2012063675德微, 1975, 149, 2, 15, 1, 76, 55, 0, 0, 0, 0, 0, 0, 0, 433, 0, 0, 0, 0, 0, 0, 163, 22, 0, 1, 0, 7, 14, 137, 15, 0, 1, 0, 14, 0, 119, 13, 0, 0, 0, 7, 6, 533, 52, 0, 1, 0, 32, 19, 141, 16, 0, 2, 0, 8, 6, 63, 4, 0, 1, 0, 1, 2, 40, 0, 0, 0, 0, 0, 0, 33, 3, 0, 1, 0, 0, 2, 35, 0, 0, 0, 0, 0, 0, 65, 3, 0, 2, 0, 1, 0, 115, 11, 0, 4, 0, 4, 3, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 61, 9, 2, 2, 0, 2, 3, 
2011121259安心, 2106, 142, 6, 17, 1, 67, 51, 0, 0, 0, 0, 0, 0, 0, 448, 31, 4, 0, 0, 21, 6, 56, 6, 0, 0, 0, 1, 5, 117, 4, 0, 0, 0, 4, 0, 22, 2, 0, 0, 0, 0, 2, 85, 8, 0, 0, 0, 1, 7, 121, 13, 0, 0, 0, 5, 8, 96, 12, 0, 4, 0, 4, 4, 43, 0, 0, 0, 0, 0, 0, 38, 4, 0, 0, 0, 0, 4, 36, 0, 0, 0, 0, 0, 0, 100, 3, 0, 0, 0, 3, 0, 694, 26, 0, 5, 0, 16, 5, 158, 24, 0, 6, 1, 10, 7, 30, 0, 0, 0, 0, 0, 0, 62, 9, 2, 2, 0, 2, 3, 
2012081256F-鮮活, 1149, 124, 0, 8, 6, 59, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 9, 0, 0, 1, 3, 5, 83, 9, 0, 1, 0, 7, 1, 314, 43, 0, 0, 4, 22, 17, 88, 6, 0, 0, 0, 1, 5, 178, 34, 0, 1, 0, 14, 19, 50, 2, 0, 1, 1, 0, 0, 121, 1, 0, 0, 0, 1, 0, 10, 1, 0, 0, 0, 0, 1, 22, 0, 0, 0, 0, 0, 0, 62, 3, 0, 2, 0, 1, 0, 123, 16, 0, 3, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2007103508位速, 3971, 309, 0, 4, 3, 120, 182, 0, 0, 0, 0, 0, 0, 0, 101, 19, 0, 0, 0, 16, 3, 46, 6, 0, 0, 0, 2, 4, 61, 3, 0, 1, 0, 2, 0, 58, 21, 0, 0, 2, 9, 10, 3363, 239, 0, 0, 0, 83, 156, 50, 5, 0, 0, 0, 1, 4, 26, 2, 0, 1, 0, 0, 1, 73, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 20, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 110, 12, 0, 2, 0, 7, 3, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2009033596智易, 1128, 113, 0, 4, 4, 79, 26, 0, 0, 0, 0, 0, 0, 0, 422, 62, 0, 0, 2, 53, 7, 43, 5, 0, 0, 0, 2, 3, 195, 11, 0, 1, 1, 9, 0, 15, 1, 0, 0, 0, 0, 1, 68, 6, 0, 0, 0, 1, 5, 58, 8, 0, 0, 0, 2, 6, 54, 3, 0, 0, 1, 2, 0, 24, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 122, 16, 0, 3, 0, 10, 3, 12, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2011034911德英, 4705, 83, 3, 6, 1, 31, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 9, 0, 0, 0, 3, 6, 55, 2, 0, 0, 0, 2, 0, 73, 10, 0, 0, 0, 4, 6, 140, 13, 0, 0, 0, 4, 9, 157, 8, 0, 1, 0, 5, 2, 77, 9, 0, 0, 0, 1, 8, 47, 0, 0, 0, 0, 0, 0, 31, 4, 0, 0, 0, 0, 4, 60, 2, 0, 0, 0, 2, 0, 59, 3, 1, 0, 0, 1, 1, 112, 13, 0, 3, 0, 7, 3, 3705, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 68, 9, 2, 2, 0, 2, 3, 
2010114736泰博, 4420, 196, 2, 37, 7, 45, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 3, 0, 0, 0, 0, 3, 72, 4, 0, 0, 0, 4, 0, 17, 2, 0, 0, 0, 0, 2, 176, 12, 0, 0, 0, 2, 10, 199, 11, 0, 0, 0, 2, 9, 54, 4, 0, 0, 2, 2, 0, 34, 0, 0, 0, 0, 0, 0, 37, 4, 0, 0, 0, 1, 3, 23, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 3415, 117, 0, 35, 4, 21, 57, 7, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 1, 0, 0, 262, 38, 2, 2, 0, 13, 21, 
2013116405悅城, 2202, 151, 9, 8, 9, 70, 55, 0, 0, 0, 0, 0, 0, 0, 720, 44, 7, 1, 6, 25, 5, 64, 14, 0, 0, 1, 6, 7, 143, 6, 0, 0, 0, 6, 0, 21, 2, 0, 0, 0, 0, 2, 94, 10, 0, 0, 0, 4, 6, 113, 12, 0, 0, 0, 5, 7, 58, 3, 0, 0, 0, 0, 3, 19, 0, 0, 0, 0, 0, 0, 39, 5, 0, 0, 0, 1, 4, 10, 0, 0, 0, 0, 0, 0, 95, 5, 0, 1, 0, 1, 3, 112, 14, 0, 4, 0, 7, 3, 679, 35, 2, 2, 1, 15, 15, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2007103520振維, 7555, 654, 2, 25, 22, 242, 363, 0, 0, 0, 0, 0, 0, 0, 566, 41, 0, 1, 2, 32, 6, 218, 26, 0, 1, 0, 11, 14, 115, 12, 1, 1, 1, 9, 0, 226, 25, 0, 1, 0, 6, 18, 1275, 103, 0, 0, 0, 32, 71, 501, 16, 0, 0, 0, 9, 7, 65, 2, 0, 1, 0, 1, 0, 109, 3, 1, 0, 0, 1, 1, 15, 1, 0, 0, 0, 0, 1, 96, 4, 0, 0, 0, 0, 4, 371, 25, 0, 3, 1, 13, 8, 496, 40, 0, 10, 4, 18, 8, 3467, 355, 0, 7, 13, 110, 225, 30, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
2010115536聖暉, 5876, 97, 2, 11, 3, 30, 51, 0, 0, 0, 0, 0, 0, 0, 913, 0, 0, 0, 0, 0, 0, 68, 7, 0, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 14, 2, 0, 0, 0, 0, 2, 79, 6, 0, 0, 1, 2, 3, 271, 29, 0, 4, 0, 5, 20, 64, 6, 0, 0, 0, 2, 4, 37, 0, 0, 0, 0, 0, 0, 108, 8, 0, 0, 0, 2, 6, 20, 0, 0, 0, 0, 0, 0, 50, 1, 0, 0, 0, 1, 0, 2121, 0, 0, 0, 0, 0, 0, 1587, 0, 0, 0, 0, 0, 0, 33, 1, 0, 0, 1, 0, 0, 511, 37, 2, 6, 1, 16, 12, 
